1.85000002,2016-5-17 21:11:47:518284
1.85000002,2016-5-17 21:11:52:784585
1.51999998,2016-5-17 21:12:52:806018
1.62,2016-5-17 21:13:52:769448
1.59000003,2016-5-17 21:14:52:795881
1.99000001,2016-5-17 21:21:42:878336
3.34999990,2016-5-17 21:22:22:579607
3.29999995,2016-5-17 21:23:22:559038
3.47000003,2016-5-17 21:25:24:506013
3.77999997,2016-5-17 21:25:42:309031
2.05999994,2016-5-17 21:28:02:780065
6.11000013,2016-5-17 21:28:31:694719
2.18000007,2016-5-17 21:33:02:159189
2.21000004,2016-5-17 21:33:40:590387
2.25999999,2016-5-17 21:34:41:036844
2.28999996,2016-5-17 21:35:41:070278
2.27999997,2016-5-17 21:36:40:208661
4.21999979,2016-5-17 22:35:57:089102
4.23999977,2016-5-17 22:36:30:870035
4.34000015,2016-5-17 22:37:30:857466
4.23000002,2016-5-17 22:38:30:953903
4.32999992,2016-5-17 22:39:30:932334
6.21999979,2016-5-17 23:38:42:286459
6.28000021,2016-5-17 23:39:21:137682
6.30000019,2016-5-17 23:40:21:039108
6.30999994,2016-5-17 23:41:21:502566
6.34000015,2016-5-17 23:42:21:468996
7.94999981,2016-5-18 00:41:32:487103
7.92999983,2016-5-18 00:42:11:326324
7.96000004,2016-5-18 00:43:11:313755
7.96000004,2016-5-18 00:44:11:331188
7.98000002,2016-5-18 00:45:11:302618
9.32999992,2016-5-18 01:44:22:743749
9.34000015,2016-5-18 01:45:01:687976
9.30000019,2016-5-18 01:46:01:705409
9.28999996,2016-5-18 01:47:01:730842
9.30000019,2016-5-18 01:48:01:839281
10.40999980,2016-5-18 02:47:13:113402
10.35999970,2016-5-18 02:47:52:168636
10.38000010,2016-5-18 02:48:52:140066
10.39999960,2016-5-18 02:49:54:877654
10.36999990,2016-5-18 02:50:52:190932
11.13000010,2016-5-18 03:50:04:042087
11.19999980,2016-5-18 03:50:43:024316
11.13000010,2016-5-18 03:51:43:195758
11.11999990,2016-5-18 03:52:42:979177
11.11999990,2016-5-18 03:53:43:000610
11.44999980,2016-5-18 04:52:54:035718
11.52999970,2016-5-18 04:53:33:183957
11.44999980,2016-5-18 04:54:33:138386
11.44999980,2016-5-18 04:55:33:243824
11.42000010,2016-5-18 04:56:33:145250
11.38000010,2016-5-18 05:55:43:988347
11.35000040,2016-5-18 05:56:23:786623
11.39000030,2016-5-18 05:57:23:837058
11.35999970,2016-5-18 05:58:23:792487
11.35000040,2016-5-18 05:59:23:096879
11.25,2016-5-18 06:58:35:639073
11.31000040,2016-5-18 06:59:14:607302
11.22999950,2016-5-18 07:00:14:570731
11.23999980,2016-5-18 07:01:14:710171
11.17000010,2016-5-18 07:02:14:707603
11.14999960,2016-5-18 08:01:27:162792
11.18000030,2016-5-18 08:02:05:077960
11.10999970,2016-5-18 08:03:05:025389
11.05000020,2016-5-18 08:04:04:246776
11.02000050,2016-5-18 08:05:05:243265
11.04,2016-5-18 09:04:15:963355
11.02999970,2016-5-18 09:04:55:653625
11.04,2016-5-18 09:05:55:631055
10.98999980,2016-5-18 09:06:57:468592
10.96,2016-5-18 09:07:54:806872
10.69999980,2016-5-18 10:07:07:588079
10.69999980,2016-5-18 10:07:46:411300
10.65999980,2016-5-18 10:08:46:357729
10.68000030,2016-5-18 10:09:46:354160
10.68000030,2016-5-18 10:10:46:375593
10.42000010,2016-5-18 11:09:58:322753
10.39000030,2016-5-18 11:10:37:419989
10.32999990,2016-5-18 11:11:37:408420
10.22999950,2016-5-18 11:12:37:446854
10.23999980,2016-5-18 11:13:36:634240
10.44999980,2016-5-18 12:12:50:042483
10.30000020,2016-5-18 12:13:28:548686
10.27000050,2016-5-18 12:14:28:245100
10.26000020,2016-5-18 12:15:29:999632
10.26000020,2016-5-18 12:16:27:370914
10.79,2016-5-18 13:15:40:105118
10.81999970,2016-5-18 13:16:18:928339
10.75,2016-5-18 13:17:18:724759
11.36999990,2016-5-18 14:18:29:317705
11.36999990,2016-5-18 14:19:08:931971
11.34000020,2016-5-18 14:20:08:937403
11.30000020,2016-5-18 14:21:08:933834
11.27000050,2016-5-18 14:22:09:122277
11.40999980,2016-5-18 15:21:54:237334
11.48999980,2016-5-18 15:21:59:841654
11.40999980,2016-5-18 15:22:59:208050
11.32999990,2016-5-18 15:24:00:026529
11.31000040,2016-5-18 15:24:59:997959
9.09000015,2016-6-13 13:09:52:531423
9.06000042,2016-6-13 13:09:53:335469
9.06999969,2016-6-13 13:10:31:379645
1.67999995,2016-6-13 13:15:26:485525
1.86000001,2016-6-13 13:16:05:583761
1.67999995,2016-6-13 13:17:05:421183
1.71000004,2016-6-13 13:18:05:421615
3.09999990,2016-6-13 13:19:05:394045
2.86999989,2016-6-13 13:21:38:410797
2.80999994,2016-6-13 13:22:19:392141
2.86999989,2016-6-13 13:23:19:998608
3.10999990,2016-6-13 13:24:19:985039
3.19000006,2016-6-13 13:25:19:131422
3.20000005,2016-6-13 13:27:08:742691
3.21000004,2016-6-13 13:27:48:006937
3.58999991,2016-6-13 13:28:48:698408
3.47000003,2016-6-13 13:29:47:797789
3.53999996,2016-6-13 13:30:47:702215
3.80999994,2016-6-13 13:33:57:436067
4.28999996,2016-6-13 13:34:16:515159
4.32999992,2016-6-13 13:35:17:332637
3.90000010,2016-6-13 13:36:17:410073
4.55000019,2016-6-13 13:48:18:596323
4.57000017,2016-6-13 13:48:52:831281
4.61999989,2016-6-13 13:49:52:885716
4.65999985,2016-6-13 13:50:52:174107
4.86000013,2016-6-13 13:51:52:920581
4.86000013,2016-6-13 13:53:34:782408
4.94000006,2016-6-13 13:54:14:813697
5.19000006,2016-6-13 13:55:14:832130
4.92999983,2016-6-13 13:56:13:895508
5.07000017,2016-6-13 13:57:14:728988
5.42999983,2016-6-13 13:59:37:637162
5.21000004,2016-6-13 14:00:10:527043
5.30000019,2016-6-13 14:01:10:650482
5.34999990,2016-6-13 14:02:09:655857
5.19000006,2016-6-13 14:03:11:011366
5.51999998,2016-6-13 14:08:02:676048
