1.03999996,2016-6-13 13:09:52:610428
1.08000004,2016-6-13 13:09:53:414474
1.13999999,2016-6-13 13:10:31:458650
1.11000001,2016-6-13 13:15:26:564529
1.15999997,2016-6-13 13:16:05:662765
1.20000005,2016-6-13 13:17:05:500188
1.22000003,2016-6-13 13:18:05:501620
1.78999996,2016-6-13 13:19:05:473050
1.66999996,2016-6-13 13:21:38:485802
1.50999999,2016-6-13 13:22:19:475146
0.6700000170,2016-6-13 13:23:20:211620
23.23999980,2016-6-13 13:24:20:060043
3.82999992,2016-6-13 13:25:19:215427
393.510010,2016-6-13 13:27:08:817696
3.05999994,2016-6-13 13:27:48:089942
1.50,2016-6-13 13:28:48:779413
1.55999994,2016-6-13 13:29:47:875793
1.50,2016-6-13 13:30:47:781220
18.95000080,2016-6-13 13:33:57:511072
19.06999970,2016-6-13 13:34:16:594163
19.09000020,2016-6-13 13:35:17:407641
19.27000050,2016-6-13 13:36:17:493078
0.3300000130,2016-6-13 13:48:18:700329
0.3400000040,2016-6-13 13:48:52:914286
0.3600000140,2016-6-13 13:49:52:969721
0,2016-6-13 13:50:52:283113
0.5600000020,2016-6-13 13:51:53:005586
1.96000004,2016-6-13 13:53:34:862412
1.86000001,2016-6-13 13:54:14:893702
1.80999994,2016-6-13 13:55:14:911135
1.84000003,2016-6-13 13:56:13:978513
0.6200000050,2016-6-13 13:57:14:803992
0.4300000070,2016-6-13 13:59:37:712166
0.4000000060,2016-6-13 14:00:10:610048
0.3700000050,2016-6-13 14:01:10:733487
0.3499999940,2016-6-13 14:02:09:738861
0.3400000040,2016-6-13 14:03:11:143374
0.3300000130,2016-6-13 14:08:02:765053
0.3300000130,2016-6-13 14:08:40:490211
0.3499999940,2016-6-13 14:09:40:753658
0.3499999940,2016-6-13 14:10:40:742089
0.4300000070,2016-6-13 14:20:43:305554
0.4399999980,2016-6-13 14:21:22:307785
0.4499999880,2016-6-13 14:22:22:437224
0.4600000080,2016-6-13 14:23:21:495602
0.49000001,2016-6-13 14:24:22:389085
3.09999990,2016-6-13 14:29:28:660602
21.10000040,2016-6-13 14:30:08:195864
133.50,2016-6-13 14:31:07:642264
2.79999995,2016-6-13 15:30:16:622254
2.79999995,2016-6-13 15:30:55:703489
5.09999990,2016-6-13 15:31:55:732923
295.799988,2016-6-13 15:32:55:909365
290.799988,2016-6-13 15:33:56:071806
297.399994,2016-6-13 16:06:25:991335
297.399994,2016-6-13 16:06:27:966448
283.200012,2016-6-13 16:07:21:688520
0.8399999740,2016-6-13 16:10:41:400943
0.8700000050,2016-6-13 16:11:20:190162
11.69999980,2016-6-13 16:12:20:103589
300.859985,2016-6-13 16:13:20:108021
0.6100000140,2016-6-14 14:35:43:423773
0.6100000140,2016-6-14 14:35:50:864986
0.6100000140,2016-6-14 14:36:29:506254
0.6100000140,2016-6-14 14:37:31:219963
0.6100000140,2016-6-14 15:07:19:476721
0.6100000140,2016-6-14 15:07:20:365923
0.6100000140,2016-6-14 15:08:21:555321
0.6100000140,2016-6-14 15:09:35:316251
0.6100000140,2016-6-14 15:45:34:046568
0.6100000140,2016-6-14 15:45:36:575713
0.6100000140,2016-6-14 15:46:33:926993
0.6000000240,2016-6-14 15:55:22:724239
0.6000000240,2016-6-14 15:55:38:503141
0.6000000240,2016-6-14 15:56:09:121893
0.6000000240,2016-6-14 15:57:11:069436
0.6000000240,2016-6-14 15:58:09:060753
0.5899999740,2016-6-14 16:57:14:300529
0.5899999740,2016-6-14 16:57:30:283443
0.5899999740,2016-6-14 16:58:30:162868
0.5899999740,2016-6-14 16:59:30:339310
0.5899999740,2016-6-14 17:00:30:324741
0.5899999740,2016-6-14 18:00:00:109921
0.5899999740,2016-6-14 18:00:05:643237
0.5899999740,2016-6-14 18:01:06:196701
0.5899999740,2016-6-14 18:02:03:059953
0.5899999740,2016-6-14 18:03:03:964437
0.5899999740,2016-6-14 19:02:41:556063
0.5899999740,2016-6-14 19:02:47:156384
0.5899999740,2016-6-14 19:03:46:282765
0.5899999740,2016-6-14 19:04:47:150247
0.5899999740,2016-6-14 19:05:47:247684
0.5899999740,2016-6-14 20:05:33:200789
0.5899999740,2016-6-14 20:05:34:011835
0.5899999740,2016-6-14 20:06:31:934148
0.5899999740,2016-6-14 20:07:31:889578
0.5899999740,2016-6-14 20:08:31:911011
0.5899999740,2016-6-14 21:08:20:539268
0.5899999740,2016-6-14 21:08:21:464321
0.5899999740,2016-6-14 21:09:18:461581
0.6000000240,2016-6-14 21:10:17:469957
0.6000000240,2016-6-14 21:11:17:203373
0.6000000240,2016-6-14 22:10:42:048271
0.6000000240,2016-6-14 22:11:01:414378
0.6000000240,2016-6-14 22:12:02:210856
0.6000000240,2016-6-14 22:13:02:340295
0.6000000240,2016-6-14 22:14:02:436732
0.6000000240,2016-6-14 23:13:34:911066
0.6000000240,2016-6-14 23:13:47:976813
0.6000000240,2016-6-14 23:14:47:999246
0.6000000240,2016-6-14 23:15:47:987678
0.6000000240,2016-6-14 23:16:48:009111
0.6000000240,2016-6-15 00:16:15:111137
0.6000000240,2016-6-15 00:16:33:476188
0.6000000240,2016-6-15 00:17:33:840640
0.6000000240,2016-6-15 00:18:33:612059
0.6000000240,2016-6-15 00:19:33:924509
0.6000000240,2016-6-15 01:19:17:514478
0.6000000240,2016-6-15 01:19:18:691546
0.6000000240,2016-6-15 01:20:19:321013
0.6000000240,2016-6-15 01:21:19:132434
0.6000000240,2016-6-15 01:22:19:068863
0.6000000240,2016-6-15 02:22:02:695834
0.6000000240,2016-6-15 02:22:03:929905
0.6000000240,2016-6-15 02:23:03:909335
0.6000000240,2016-6-15 02:24:04:871822
0.6000000240,2016-6-15 02:25:04:860253
0.6000000240,2016-6-15 03:24:45:980082
0.6000000240,2016-6-15 03:24:50:580345
0.6000000240,2016-6-15 03:25:50:718785
0.6000000240,2016-6-15 03:26:50:748218
0.6000000240,2016-6-15 03:27:50:744650
0.6000000240,2016-6-15 04:27:31:733471
0.6000000240,2016-6-15 04:27:36:582748
0.6000000240,2016-6-15 04:28:35:876139
0.6000000240,2016-6-15 04:29:36:622614
0.6000000240,2016-6-15 04:30:36:627046
