date,data,time
71.5299988,2016-5-27,04
73.4000015,2016-5-27,05
72.0100021,2016-5-27,06
76.1900024,2016-5-27,07
77.0800018,2016-5-27,08
79.0100021,2016-5-27,09
75.8300018,2016-5-27,10
89.1600037,2016-5-27,11
71.8499985,2016-5-27,12
72.0299988,2016-5-27,13
121.660004,2016-5-27,14
70.3799973,2016-5-27,15
106.93,2016-5-27,16
75.9899979,2016-5-27,17
120.93,2016-5-27,18
73.3399963,2016-5-27,19
74.6299973,2016-5-27,20
81.5,2016-5-27,21
79.75,2016-5-27,22
82.0999985,2016-5-27,23
83.1699982,2016-5-28,00
85.7200012,2016-5-28,01
119.010002,2016-5-28,02
120.389999,2016-5-28,03
80.0999985,2016-5-28,04
85.1299973,2016-5-28,05
84.3000031,2016-5-28,06
84.4300003,2016-5-28,07
89.0100021,2016-5-28,08
92.8899994,2016-5-28,09
98.25,2016-5-28,10
124.769997,2016-5-28,11
85.0999985,2016-5-28,12
138.690002,2016-5-28,13
92.5899963,2016-5-28,14
91.3499985,2016-5-28,15
92.1600037,2016-5-28,16
93.3399963,2016-5-28,17
148.839996,2016-5-28,18
137.860001,2016-5-28,19
208.509995,2016-5-28,20
0.280000001,2016-5-28,21
146.869995,2016-5-28,22
0.920000017,2016-5-28,23
149.479996,2016-5-29,00
170.110001,2016-5-29,01
106.75,2016-5-29,02
170.080002,2016-5-29,03
143.190002,2016-5-29,04
111.099998,2016-5-29,05
157.029999,2016-5-29,06
116.769997,2016-5-29,07
108.269997,2016-5-29,08
63.5400009,2016-5-29,09
90.5699997,2016-5-29,10
105.160004,2016-5-29,11
107.870003,2016-5-29,12
111.360001,2016-5-29,13
121.459999,2016-5-29,14
127.559998,2016-5-29,15
131.740005,2016-5-29,16
133.169998,2016-5-29,17
60.0699997,2016-5-29,18
81.5199966,2016-5-29,19
60.4900017,2016-5-29,20
127.349998,2016-5-29,21
62.7999992,2016-5-29,22
74.5800018,2016-5-29,23
63.1300011,2016-5-30,00
134.639999,2016-5-30,01
64.8199997,2016-5-30,02
60.7299995,2016-5-30,03
66.6500015,2016-5-30,04
67.7399979,2016-5-30,05
63.3899994,2016-5-30,06
63.9900017,2016-5-30,07
64.4100037,2016-5-30,08
68.5,2016-5-30,09
56.9000015,2016-5-30,10
56.5,2016-5-30,11
57.9700012,2016-5-30,12
58.9000015,2016-5-30,13
63.4799995,2016-5-30,14
62.5200005,2016-5-30,15
62.2200012,2016-5-30,16
52.4900017,2016-5-30,17
58.5900002,2016-5-30,18
67.0199966,2016-5-30,19
66.1500015,2016-5-30,20
64.6800003,2016-5-30,21
72.8499985,2016-5-30,22
71.3099976,2016-5-30,23
69.5500031,2016-5-31,00
77.0899963,2016-5-31,01
82.6299973,2016-5-31,02
80.9400024,2016-5-31,03
81.75,2016-5-31,04
79.9000015,2016-5-31,05
79.6200027,2016-5-31,06
58.2799988,2016-5-31,07
53.0200005,2016-5-31,08
55.0400009,2016-5-31,09
59.5900002,2016-5-31,10
60.6500015,2016-5-31,11
65.4199982,2016-5-31,12
60.9599991,2016-5-31,13
67.3000031,2016-5-31,14
71.0999985,2016-5-31,15
71.2099991,2016-5-31,16
71.1600037,2016-5-31,17
69.3300018,2016-5-31,18
75.3199997,2016-5-31,19
79.2600021,2016-5-31,20
77.3600006,2016-5-31,21
81.8799973,2016-5-31,22
82.25,2016-5-31,23
86.2300034,2016-6-1,00
85.3300018,2016-6-1,01
85.7399979,2016-6-1,03
88.9000015,2016-6-1,04
99.0500031,2016-6-1,05
75.0199966,2016-6-1,06
82.0100021,2016-6-1,07
75.1100006,2016-6-1,08
74.2200012,2016-6-1,09
74.7099991,2016-6-1,10
75.1699982,2016-6-1,11
73.9000015,2016-6-1,12
78.9300003,2016-6-1,13
88.9899979,2016-6-1,14
64.9100037,2016-6-1,15
56.1599998,2016-6-1,16
49.8300018,2016-6-1,17
68.75,2016-6-1,18
76.0999985,2016-6-1,19
82.3000031,2016-6-1,20
90.4700012,2016-6-1,21
89.4599991,2016-6-1,22
90.1800003,2016-6-1,23
92.4700012,2016-6-2,00
90.1500015,2016-6-2,01
94.1800003,2016-6-2,02
93.7200012,2016-6-2,03
93.6999969,2016-6-2,04
95.1800003,2016-6-2,05
89.2600021,2016-6-2,06
90.3199997,2016-6-2,07
89.8199997,2016-6-2,08
85.0299988,2016-6-2,09
87.0800018,2016-6-2,10
85.1299973,2016-6-2,11
189.75,2016-6-2,12
131.800003,2016-6-2,13
75.3300018,2016-6-2,14
82.5699997,2016-6-2,15
92.7300034,2016-6-2,16
95.7900009,2016-6-2,17
92.6900024,2016-6-2,18
97.1399994,2016-6-2,19
96.5500031,2016-6-2,20
96.4199982,2016-6-2,21
95.0999985,2016-6-2,22
94.1500015,2016-6-2,23
94.25,2016-6-3,00
96.3899994,2016-6-3,01
96.5800018,2016-6-3,02
97.5100021,2016-6-3,03
99.1399994,2016-6-3,04
99.6200027,2016-6-3,05
99.8499985,2016-6-3,06
102.919998,2016-6-3,07
103.5,2016-6-3,08
94.5599976,2016-6-3,09
91.2699966,2016-6-3,10
90.2099991,2016-6-3,11
81.5299988,2016-6-3,12
87.2099991,2016-6-3,13
86.5699997,2016-6-3,14
90.2699966,2016-6-3,15
91.5899963,2016-6-3,16
93.6100006,2016-6-3,17
97.3600006,2016-6-3,18
85.0400009,2016-6-3,19
89.3000031,2016-6-3,20
