date,data,time
4.6500001,2016-5-29,06
4.21000004,2016-5-29,07
4.05000019,2016-5-29,08
5.51000023,2016-5-29,09
6.25,2016-5-29,10
6.92999983,2016-5-29,11
4.75,2016-5-29,12
6.21999979,2016-5-29,13
6.71999979,2016-5-29,14
7.28000021,2016-5-29,15
7.86000013,2016-5-29,16
6.4000001,2016-5-29,17
6.11999989,2016-5-29,18
5.94999981,2016-5-29,19
4.80000019,2016-5-29,20
5.17999983,2016-5-29,21
4.34000015,2016-5-29,22
2.94000006,2016-5-29,23
3.33999991,2016-5-30,00
2.97000003,2016-5-30,01
3.51999998,2016-5-30,02
3.11999989,2016-5-30,03
3.68000007,2016-5-30,04
3.23000002,2016-5-30,05
3.26999998,2016-5-30,06
4.09000015,2016-5-30,07
4.82999992,2016-5-30,08
4.5999999,2016-5-30,09
4.36999989,2016-5-30,10
5.26000023,2016-5-30,11
5.65999985,2016-5-30,12
5.51000023,2016-5-30,13
7.01000023,2016-5-30,14
5.84000015,2016-5-30,15
4.51999998,2016-5-30,16
4.92000008,2016-5-30,17
4.51999998,2016-5-30,18
4.26000023,2016-5-30,19
4.53000021,2016-5-30,20
3.82999992,2016-5-30,21
3.68000007,2016-5-30,22
2.75,2016-5-30,23
2.30999994,2016-5-31,00
2.75,2016-5-31,01
3.07999992,2016-5-31,02
3.25999999,2016-5-31,03
3.5,2016-5-31,04
3.29999995,2016-5-31,05
3.1500001,2016-5-31,06
2.77999997,2016-5-31,07
3.92000008,2016-5-31,08
3.88000011,2016-5-31,09
3.66000009,2016-5-31,10
5.80000019,2016-5-31,11
5.6500001,2016-5-31,12
4.92999983,2016-5-31,13
6.98000002,2016-5-31,14
6.38999987,2016-5-31,15
6.0,2016-5-31,16
5.07000017,2016-5-31,17
4.67999983,2016-5-31,18
3.91000009,2016-5-31,19
4.1500001,2016-5-31,20
4.46000004,2016-5-31,21
5.44999981,2016-5-31,22
4.96999979,2016-5-31,23
4.96999979,2016-6-1,00
4.3499999,2016-6-1,01
4.36000013,2016-6-1,03
4.3499999,2016-6-1,04
5.21999979,2016-6-1,05
5.67000008,2016-6-1,06
5.86999989,2016-6-1,07
5.11000013,2016-6-1,08
3.80999994,2016-6-1,09
4.21000004,2016-6-1,10
3.82999992,2016-6-1,11
3.86999989,2016-6-1,12
5.42999983,2016-6-1,13
6.03000021,2016-6-1,14
5.82000017,2016-6-1,15
5.8499999,2016-6-1,16
6.11999989,2016-6-1,17
5.9000001,2016-6-1,18
5.25,2016-6-1,19
5.23000002,2016-6-1,20
5.5999999,2016-6-1,21
5.75,2016-6-1,22
4.69000006,2016-6-1,23
5.51000023,2016-6-2,00
4.76999998,2016-6-2,01
4.65999985,2016-6-2,02
4.88999987,2016-6-2,03
4.65999985,2016-6-2,04
4.30000019,2016-6-2,05
4.38000011,2016-6-2,06
4.57999992,2016-6-2,07
4.86000013,2016-6-2,08
3.95000005,2016-6-2,09
4.76999998,2016-6-2,10
4.88000011,2016-6-2,11
4.44999981,2016-6-2,12
7.86999989,2016-6-2,13
6.46999979,2016-6-2,14
6.01000023,2016-6-2,15
5.82000017,2016-6-2,16
6.11999989,2016-6-2,17
6.17999983,2016-6-2,18
5.11000013,2016-6-2,19
5.44999981,2016-6-2,20
5.01000023,2016-6-2,21
5.86999989,2016-6-2,22
4.67000008,2016-6-2,23
5.5999999,2016-6-3,00
4.86000013,2016-6-3,01
4.92000008,2016-6-3,02
4.07999992,2016-6-3,03
3.88000011,2016-6-3,04
3.58999991,2016-6-3,05
3.8599999,2016-6-3,06
5.51999998,2016-6-3,07
5.17999983,2016-6-3,08
5.07000017,2016-6-3,09
5.46000004,2016-6-3,10
4.76000023,2016-6-3,11
3.9000001,2016-6-3,12
4.46999979,2016-6-3,13
3.75,2016-6-3,14
4.82000017,2016-6-3,15
5.21000004,2016-6-3,16
4.38999987,2016-6-3,17
3.74000001,2016-6-3,18
3.4000001,2016-6-3,19
3.03999996,2016-6-3,20
1.82000005,2016-6-3,21
3.51999998,2016-6-3,22
3.1099999,2016-6-3,23
3.67000008,2016-6-4,00
3.11999989,2016-6-4,01
3.3900001,2016-6-4,02
3.74000001,2016-6-4,03
3.22000003,2016-6-4,04
3.8599999,2016-6-4,05
3.92000008,2016-6-4,06
